# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-129.9180245799183,-90.0,0.4479750576313343,2.2322671384596604,0.0,0.0
 0.2605804012556865,0.03395107275928729,0.13029020062784324,0.5,-129.9180245799183,-89.6354169486473,0.4479750576313343,2.2322671384596604,0.0,0.0
 0.3684255644077964,0.06786869825460168,0.31450298283174155,1.708122801428525,-130.78902862503764,-89.2708338972946,0.4462592931918796,2.240849692669653,-8.076431243289427,-74.88913741915385
 0.451129511932559,0.10175891826825448,0.4097775381701778,1.1519952576617922,-131.65591863462947,-88.9062508459419,0.4443228515863686,2.2506157322984714,-10.481845613623783,-29.084637944448104
 0.5208217384219858,0.13562764160644972,0.48597562517727255,1.0933513082503545,-132.51842441023933,-88.5416677945892,0.44217367125230933,2.261554825658963,-12.375925107526083,-27.17777274901179
 0.5822038163641661,0.16948064189449988,0.5515127773930765,1.0676919780646321,-133.37628669701516,-88.17708474323649,0.439820118545208,2.273656792480748,-13.975777874185015,-26.063841764463177
 0.6376888827607285,0.2033235555983132,0.6099463495624476,1.053140528871952,-134.2292575571562,-87.8125016918838,0.43727093339012235,2.2869116688070017,-15.372980795313087,-25.181603120774724
 0.6887116672054951,0.23716188027248644,0.6632002749831117,1.0437283264756505,-135.07710068661038,-87.4479186405311,0.4345351746462878,2.3013096714529526,-16.616951400838914,-24.380688334884145
 0.7362078144577028,0.2710009730342937,0.7124597408315981,1.037125508031534,-135.91959167535683,-87.0833355891784,0.4316221656412432,2.3168411624883567,-17.73809113974611,-23.604856472965487
 0.7808278289889441,0.3048460492617939,0.7585178217233237,1.032229177323046,-136.75651821197778,-86.7187525378257,0.4285414404843479,2.3334966132324935,-18.756751771897513,-22.82967952505196
 0.8230457842834576,0.338702181513386,0.8019368066362003,1.0284483132824547,-137.58768023384337,-86.354169486473,0.4253026914665417,2.3512665686449563,-19.687405893236217,-22.044035881094675
 0.8632199009118934,0.37257429866516956,0.8431328425976756,1.025437257089962,-138.41289002432302,-85.98958643512029,0.4219157181360516,2.370141611262604,-20.540832250572983,-21.243189121741597
 0.9016287320862219,0.4064671852617041,0.8824243164990591,1.0229802027312118,-139.2319722591173,-85.62500338376759,0.4183903782606742,2.3901123256160526,-21.3253621563401,-20.42576880838478
 0.9384939862086957,0.44038548107494396,0.9200613591474609,1.020935391449193,-140.04476400379266,-85.2604203324149,0.41473654113045666,2.411169262477518,-22.047637104985434,-19.59229539679266
 0.9739955655602045,0.4743336808654715,0.9562447758844506,1.0192058324709972,-140.85111466509684,-84.8958372810622,0.4109640433259032,2.433302903843047,-22.713092657662646,-18.74439292090053
 1.0082818399034026,0.5083161343394956,0.991138702731805,1.0177229085340078,-141.65088589866895,-84.53125422970949,0.4070826473682693,2.4565036276167898,-23.326279944170967,-17.884337049002536
 1.0414768804871408,0.5423370462946133,1.024879360195271,1.0164366986794724,-142.44395147611687,-84.1666711783568,0.4031020032250874,2.4807616732224766,-23.891086243661384,-17.0147796043698
 1.073685686732181,0.5764004769467775,1.0575812836096568,1.0153100107341473,-143.23019711435506,-83.80208812700408,0.3990316129492242,2.506067107337803,-24.410890371302823,-16.138571659155637
 1.104998047446792,0.6105103424306114,1.0893418670894852,1.0143145631625352,-144.0095202703863,-83.43750507565139,0.3948807984469244,2.5324097903291927,-24.888674575966775,-15.258645268512401
 1.135491449078161,0.644670415464811,1.1202447482624787,1.013428463855055,-144.78182990458782,-83.07292202429869,0.39065867246863273,2.559779343130526,-25.327106615977648,-14.3779315050194
 1.1652333038273732,0.6788843261742279,1.1503623764527682,1.0126344992350267,-145.54704621577295,-82.708338972946,0.3863741127765831,2.5881651149290112,-25.728600910654283,-13.499302517011772
 1.1942826826676518,0.7131555630599216,1.1797579932475075,1.011918945198948,-146.30510035104416,-82.34375592159329,0.3820357394850493,2.617556151547267,-26.095364704325906,-12.625529643445727
 1.222691681584907,0.7474874741084636,1.2084871821262753,1.0112707231411149,-147.05593409365014,-81.97917287024059,0.3776518955578479,2.6479411642376416,-26.42943332121272,-11.759253392202545
 1.2505065118036598,0.7818832680316782,1.2365990966942806,1.0106807895973482,-147.79949953185613,-81.61458981888788,0.3732306302291521,2.6793084999107144,-26.732697354544676,-10.902961871307534
 1.277768379345772,0.81634601562796,1.2641374455747154,1.0101416873915776,-148.5357587117071,-81.25000676753518,0.3687796853932201,2.7116461117800625,-27.006923818174993,-10.058975717885586
 1.3045142017290832,0.8508786512564334,1.2911412905374278,1.0096472105326664,-149.26468327659663,-80.88542371618249,0.3643064847431788,2.7449415310434544,-27.253772736647832,-9.229438337512704
 1.33077719729131,0.8854839744152571,1.317645699510199,1.0091921506049224,-149.9862540962876,-80.52084066482979,0.3598181255252443,2.779181839548107,-27.47481025084547,-8.416310076811973
 1.356587373828571,0.9201646514155495,1.3436822855599453,1.0087721024363572,-150.7004608879706,-80.15625761347708,0.3553213727481571,2.8143536434797434,-27.671519047997027,-7.621365815440284
 1.3819719368659797,0.9549232171425537,1.3692796553472728,1.0083833134966766,-151.40730183173827,-79.79167456212438,0.35082265566197424,2.8504430482492076,-27.84530672149119,-6.846195195011061
 1.4069556331994986,0.9897620768959008,1.3944637850327344,1.0080225659673043,-152.10678318273884,-79.42709151077167,0.34632806638976554,2.8874356341497807,-27.99751252428337,-6.09220512290542
