# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,162.28741731351653,0.0,0.14694002086560154,6.805497876678869,0.0,0.0
 0.1983665974429497,0.019674653490546628,0.09918329872147484,0.49999999999999994,162.28741731351653,0.0,0.14694002086560154,6.805497876678869,0.0,0.0
 0.280694606283598,0.03939473099835203,0.2395306018632737,1.7047333601065353,162.4532503392736,0.0,0.1454006196836824,6.877549780568268,2.0142965692035135,24.466722778420742
 0.34397677853009306,0.05916001208397033,0.3123356924068455,1.150483429361168,162.6177235345779,0.0,0.1438841583916586,6.950035439467623,2.599044714578409,9.240329853046134
 0.39741734590804034,0.07897027341429548,0.3706970622190668,1.0920799062531028,162.78085308535597,0.0,0.1423902774214283,7.0229514128997,3.0525415200843584,8.48600282064162
 0.44457910164578296,0.09882528881008569,0.4209982237769116,1.0665667715502327,162.94265498112688,0.0,0.14091862242504707,7.096294178804423,3.4307860943657995,8.02015464362238
 0.4872880653014739,0.11872482929262673,0.4659335834736286,1.052129479398628,163.10314501685883,0.0,0.1394688441787908,7.170060137001346,3.757760010890895,7.655861639750341
 0.5266282619259195,0.13866866312955745,0.5069581636136973,1.0428158387641713,163.26233879491338,0.0,0.13804059873595242,7.244245599896488,4.046593350161879,7.3419393916171956
 0.5633055225716593,0.1586565558798651,0.5449668922487891,1.0363022746494748,163.4202517269591,0.0,0.13663354737858233,7.3188467926490555,4.305472362588864,7.0582973719727615
 0.5978097865342502,0.1786882704380629,0.5805576545529547,1.031488813752198,163.57689903597947,0.0,0.13524735636301183,7.393859864557659,4.539940605318429,6.7953410912858
 0.630497529063486,0.19876356707758067,0.6141536577988675,1.0277859725511695,163.73229575819687,0.0,0.1338816972203638,7.469280870812691,4.75397534957939,6.547859463513842
 0.6616376704713245,0.2188822034933605,0.6460675997674058,1.0248489738876065,163.8864567450901,0.0,0.1325362464216019,7.545105788034536,4.950555133138887,6.312745372120083
 0.6914389847899767,0.2390439348436968,0.6765383276306504,1.0224625510618304,164.03939666538201,0.0,0.13121068552294513,7.621330503795955,5.131985745883886,6.088007086031229
 0.7200673771131529,0.2592485137913078,0.7057531809515651,1.0204852927512713,164.19113000702575,0.0,0.12990470097784237,7.697950824509179,5.300099982243704,5.872290503149214
 0.7476572617766468,0.2794956905436767,0.7338623194448991,1.0188204422081961,164.341671079233,0.0,0.1286179842289669,7.774962467299994,5.4563864272483285,5.6646284285276085
 0.7743193306287326,0.29978521289266424,0.76098829620269,1.0173995464597592,164.49103401449668,0.0,0.12735023156744618,7.852361065165306,5.602075971385421,5.464300049082509
 0.8001460194906984,0.32011682625340454,0.787232675059715,1.0161728047018141,164.63923277057302,0.0,0.12610114417105162,7.930142161466326,5.738201937863679,5.270747915298011
 0.8252154551418721,0.3404902737025036,0.8126807373162881,1.0151031164270232,164.7862811325229,0.0,0.12487042798542414,8.008301213772791,5.865643088099739,5.083526889449301
 0.8495943691145227,0.36090529601555194,0.8374049121281965,1.0141622731695563,164.93219271474737,0.0,0.12365779362851069,8.08683359662855,5.9851551380907955,4.9022712876025185
 0.8733402907274599,0.38136163170396215,0.8614673299209928,1.013328443722595,165.07698096295402,0.0,0.1224629565036769,8.165734590688045,6.097394346985686,4.726673098833928
 0.8965032259296615,0.4018590170511449,0.8849217583285616,1.0125844675047677,165.220659156216,0.0,0.12128563649108835,8.244999399194946,6.202935509151302,4.556467530746476
 0.9191269620112741,0.4223971861480371,0.9078150939704677,1.011916668375238,165.3632404089582,0.0,0.12012555821702493,8.324623126357084,6.302285892476655,4.391422485081929
 0.9412500952754198,0.4429758709279935,0.9301885286433468,1.011314012610458,165.5047376729665,0.0,0.11898245071512308,8.40460079608107,6.395896201448307,4.231331423716758
 0.9629068503246364,0.4635948012010559,0.9520784728000256,1.010767499883165,165.64516373937826,0.0,0.11785604753541838,8.484927340699064,6.4841693084966066,4.076008009865386
 0.9841277403747947,0.48425370468759965,0.9735172953497154,1.01026971531432,165.78453124069608,0.0,0.1167460865868107,8.56559760790281,6.567467292295575,3.925282285619604
 1.0049401047340085,0.5049523070513999,0.9945339225543968,1.0098144949772156,165.92285265273054,0.0,0.11565231024596018,8.646606348574267,6.646117166079192,3.7789975432944196
 1.0253685502609113,0.5256903319320814,1.015154327497456,1.0093966726887542,166.06014029660975,0.0,0.11457446503526582,8.727948236041964,6.720415593952213,3.6370083947491034
 1.0454353169632393,0.546467500977014,1.0354019336120677,1.0090118859189594,166.19640634072093,0.0,0.11351230186461955,8.809617843823219,6.790632797627807,3.499178752471798
 1.065160583079029,0.5672835338726282,1.0552979500211368,1.0086564253317134,166.33166280266295,0.0,0.11246557573306762,8.8916096635068,6.85701582671037,3.3653806591448063
 1.0845627214459979,0.5881381483751742,1.0748616522625076,1.0083271169056793,166.46592155120044,0.0,0.11143404580735275,8.973918094374861,6.91979131362348,3.2354932083147463
 1.103658516336406,0.6090310603409381,1.094110618891197,1.0080212287134567,166.59919430818053,0.0,0.11041747528253225,9.05653744972194,6.9791678086703595,3.1094015927403436
 1.1224633479592325,0.6299619837559242,1.1130609321478229,1.007736396513264,166.73149265044748,0.0,0.10941563140529345,9.139461950329894,7.035337774912457,2.9869965000864407
 1.1409913503309401,0.6509306307650108,1.1317273491450925,1.0074705638948664,166.86282801173945,0.0,0.10842828547042727,9.22268571951864,7.08847930052662,2.8681735109939326
